Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
12-abr-19;41.080,00;40.700,00;41.080,00;40.700,00;31,41K;-0,29%
11-abr-19;41.200,00;41.000,00;41.360,00;41.000,00;65,76K;-0,48%
10-abr-19;41.400,00;40.480,00;41.420,00;40.480,00;97,02K;0,05%
9-abr-19;41.380,00;40.460,00;41.380,00;40.460,00;59,89K;-0,10%
8-abr-19;41.420,00;40.880,00;41.720,00;40.760,00;147,29K;1,32%
5-abr-19;40.880,00;40.200,00;41.280,00;40.100,00;84,53K;2,05%
4-abr-19;40.060,00;39.260,00;40.060,00;39.260,00;102,37K;2,35%
3-abr-19;39.140,00;38.900,00;39.480,00;38.900,00;161,76K;0,88%
2-abr-19;38.800,00;38.620,00;39.040,00;38.620,00;119,60K;0,15%
1-abr-19;38.740,00;39.700,00;39.700,00;38.680,00;49,99K;-2,17%
29-mar-19;39.600,00;38.500,00;39.600,00;38.500,00;387,03K;2,80%
28-mar-19;38.520,00;39.020,00;39.020,00;38.320,00;172,47K;-0,77%
27-mar-19;38.820,00;39.420,00;39.500,00;38.820,00;54,65K;-2,71%
26-mar-19;39.900,00;39.600,00;40.600,00;39.320,00;224,91K;0,76%
22-mar-19;39.600,00;41.080,00;41.080,00;39.200,00;105,31K;-4,12%
21-mar-19;41.300,00;40.400,00;41.460,00;40.000,00;96,96K;2,23%
20-mar-19;40.400,00;39.400,00;40.400,00;38.700,00;288,66K;2,02%
19-mar-19;39.600,00;40.100,00;40.100,00;38.700,00;924,81K;1,49%
18-mar-19;39.020,00;38.700,00;39.020,00;38.540,00;218,54K;-0,36%
15-mar-19;39.160,00;38.980,00;39.160,00;38.540,00;483,06K;0,41%
14-mar-19;39.000,00;38.300,00;39.000,00;37.720,00;150,68K;2,63%
13-mar-19;38.000,00;37.000,00;38.000,00;37.000,00;753,84K;2,70%
12-mar-19;37.000,00;37.000,00;37.200,00;36.920,00;113,71K;-0,11%
11-mar-19;37.040,00;37.200,00;37.200,00;36.820,00;280,89K;2,49%
8-mar-19;36.140,00;36.360,00;36.360,00;36.040,00;141,67K;-2,17%
7-mar-19;36.940,00;36.700,00;37.000,00;36.420,00;260,35K;0,27%
6-mar-19;36.840,00;36.760,00;37.480,00;36.700,00;76,29K;0,22%
5-mar-19;36.760,00;35.900,00;36.760,00;35.900,00;124,28K;2,68%
4-mar-19;35.800,00;35.760,00;35.980,00;35.740,00;75,20K;0,00%
1-mar-19;35.800,00;35.640,00;36.100,00;35.620,00;74,40K;-0,50%
28-feb-19;35.980,00;35.900,00;36.100,00;35.040,00;562,69K;0,22%
27-feb-19;35.900,00;35.940,00;35.960,00;35.620,00;345,82K;-0,11%
26-feb-19;35.940,00;35.980,00;36.060,00;35.600,00;533,80K;-0,11%
25-feb-19;35.980,00;35.560,00;36.100,00;35.560,00;428,02K;1,35%
22-feb-19;35.500,00;34.800,00;35.580,00;34.800,00;1,58M;2,07%
21-feb-19;34.780,00;34.000,00;34.780,00;34.000,00;235,20K;0,75%
20-feb-19;34.520,00;34.300,00;34.780,00;34.300,00;307,91K;0,64%
19-feb-19;34.300,00;34.180,00;34.300,00;33.660,00;985,78K;0,18%
18-feb-19;34.240,00;34.380,00;34.420,00;34.240,00;54,70K;-1,61%
15-feb-19;34.800,00;33.800,00;34.900,00;33.800,00;390,40K;0,87%
14-feb-19;34.500,00;34.480,00;34.700,00;34.480,00;1,38M;0,06%
13-feb-19;34.480,00;34.600,00;34.640,00;34.160,00;158,90K;-0,35%
12-feb-19;34.600,00;35.000,00;35.220,00;34.540,00;175,81K;-1,09%
11-feb-19;34.980,00;34.720,00;35.280,00;34.720,00;104,90K;-0,79%
8-feb-19;35.260,00;35.000,00;35.260,00;34.960,00;19,85K;0,46%
7-feb-19;35.100,00;35.260,00;35.340,00;35.040,00;221,87K;-1,68%
6-feb-19;35.700,00;35.120,00;35.740,00;35.120,00;204,84K;-0,17%
5-feb-19;35.760,00;35.280,00;35.760,00;35.020,00;285,56K;1,59%
4-feb-19;35.200,00;34.180,00;35.200,00;34.180,00;198,50K;2,92%
1-feb-19;34.200,00;33.500,00;34.200,00;33.500,00;278,29K;2,58%
31-ene-19;33.340,00;33.660,00;33.800,00;33.340,00;1,97M;-0,95%
30-ene-19;33.660,00;33.560,00;33.660,00;33.300,00;131,47K;0,30%
29-ene-19;33.560,00;33.180,00;33.660,00;33.180,00;169,27K;0,84%
28-ene-19;33.280,00;33.620,00;33.620,00;32.860,00;463,51K;-1,01%
25-ene-19;33.620,00;33.840,00;33.920,00;33.300,00;153,08K;-0,65%
24-ene-19;33.840,00;34.000,00;34.160,00;33.600,00;181,82K;-0,47%
23-ene-19;34.000,00;34.120,00;34.200,00;33.520,00;106,63K;-0,41%
22-ene-19;34.140,00;34.200,00;34.300,00;33.600,00;260,07K;-0,23%
21-ene-19;34.220,00;34.100,00;34.220,00;33.880,00;23,64K;0,59%
18-ene-19;34.020,00;33.780,00;34.020,00;33.540,00;137,05K;0,77%
17-ene-19;33.760,00;33.500,00;33.800,00;33.400,00;88,80K;0,78%
16-ene-19;33.500,00;33.500,00;33.500,00;33.220,00;86,76K;0,00%
15-ene-19;33.500,00;33.760,00;33.860,00;33.060,00;104,90K;-0,77%
14-ene-19;33.760,00;32.220,00;33.760,00;32.220,00;160,90K;0,78%
11-ene-19;33.500,00;33.000,00;33.500,00;33.000,00;144,81K;1,21%
10-ene-19;33.100,00;32.800,00;33.180,00;32.800,00;593,52K;0,36%
9-ene-19;32.980,00;32.420,00;32.980,00;32.420,00;484,73K;1,73%
8-ene-19;32.420,00;32.580,00;32.580,00;32.000,00;288,73K;0,06%
4-ene-19;32.400,00;32.160,00;32.480,00;32.140,00;65,63K;0,00%
3-ene-19;32.400,00;31.600,00;32.400,00;31.000,00;63,80K;2,53%
2-ene-19;31.600,00;30.400,00;31.600,00;30.400,00;91,09K;3,95%
28-dic-18;30.400,00;30.640,00;30.640,00;30.400,00;51,03K;-0,78%
27-dic-18;30.640,00;30.800,00;30.800,00;30.320,00;59,66K;-0,52%
26-dic-18;30.800,00;30.000,00;30.980,00;30.000,00;30,88K;2,67%
24-dic-18;30.000,00;30.000,00;30.000,00;30.000,00;5,03K;-4,70%
21-dic-18;31.480,00;30.200,00;31.480,00;30.000,00;378,78K;3,69%
20-dic-18;30.360,00;31.000,00;31.000,00;30.120,00;305,63K;-3,00%
19-dic-18;31.300,00;31.700,00;31.800,00;31.300,00;111,14K;-0,13%
18-dic-18;31.340,00;31.340,00;32.000,00;31.340,00;143,99K;0,06%
17-dic-18;31.320,00;32.100,00;32.100,00;31.320,00;62,13K;-3,45%
14-dic-18;32.440,00;32.120,00;32.440,00;31.600,00;117,83K;-0,49%
13-dic-18;32.600,00;32.000,00;32.600,00;32.000,00;143,00K;0,06%
12-dic-18;32.580,00;32.600,00;32.860,00;32.400,00;102,44K;0,49%
11-dic-18;32.420,00;32.400,00;32.840,00;32.400,00;193,77K;0,12%
10-dic-18;32.380,00;31.460,00;32.380,00;31.460,00;163,58K;0,87%
7-dic-18;32.100,00;32.960,00;33.000,00;32.100,00;109,40K;-2,61%
6-dic-18;32.960,00;33.300,00;33.300,00;31.860,00;174,14K;-1,02%
5-dic-18;33.300,00;33.300,00;33.300,00;32.640,00;83,74K;0,00%
4-dic-18;33.300,00;33.180,00;33.300,00;32.760,00;590,63K;0,30%
3-dic-18;33.200,00;32.840,00;33.360,00;32.700,00;161,90K;3,17%
30-nov-18;32.180,00;32.680,00;32.840,00;32.180,00;474,99K;-3,94%
29-nov-18;33.500,00;33.000,00;33.500,00;32.920,00;138,16K;0,42%
28-nov-18;33.360,00;33.040,00;33.360,00;32.800,00;129,17K;0,48%
27-nov-18;33.200,00;33.400,00;33.400,00;32.800,00;253,82K;-0,60%
26-nov-18;33.400,00;32.380,00;33.400,00;32.380,00;184,16K;3,02%
23-nov-18;32.420,00;33.280,00;33.280,00;32.420,00;19,89K;-2,70%
22-nov-18;33.320,00;33.240,00;33.320,00;33.000,00;6,10K;0,30%
21-nov-18;33.220,00;33.040,00;33.480,00;31.980,00;123,21K;0,54%
20-nov-18;33.040,00;32.660,00;33.200,00;32.660,00;63,92K;-1,31%
19-nov-18;33.480,00;33.780,00;33.780,00;33.300,00;42,91K;-0,89%
16-nov-18;33.780,00;33.300,00;33.800,00;33.300,00;222,49K;1,44%
15-nov-18;33.300,00;31.660,00;33.300,00;31.660,00;311,25K;5,31%
14-nov-18;31.620,00;30.620,00;31.620,00;30.620,00;18,71K;3,06%
13-nov-18;30.680,00;31.260,00;31.320,00;30.520,00;31,43K;-2,04%
9-nov-18;31.320,00;32.800,00;32.800,00;31.320,00;316,38K;-2,91%
8-nov-18;32.260,00;32.000,00;32.260,00;31.900,00;177,34K;0,81%
7-nov-18;32.000,00;31.260,00;32.000,00;31.240,00;717,76K;2,43%
6-nov-18;31.240,00;31.180,00;31.240,00;30.740,00;387,68K;0,19%
2-nov-18;31.180,00;31.500,00;31.500,00;30.900,00;212,84K;0,58%
1-nov-18;31.000,00;30.280,00;31.500,00;30.280,00;325,69K;2,38%
31-oct-18;30.280,00;29.600,00;30.280,00;29.600,00;971,14K;2,30%
30-oct-18;29.600,00;29.820,00;29.820,00;29.300,00;220,39K;-0,67%
29-oct-18;29.800,00;29.420,00;30.480,00;29.420,00;128,57K;1,29%
26-oct-18;29.420,00;29.400,00;29.420,00;28.780,00;103,45K;0,07%
25-oct-18;29.400,00;30.120,00;30.120,00;29.280,00;214,70K;-2,39%
24-oct-18;30.120,00;30.500,00;30.500,00;29.880,00;132,80K;-1,25%
23-oct-18;30.500,00;30.240,00;30.500,00;29.500,00;240,23K;0,86%
22-oct-18;30.240,00;30.200,00;30.300,00;30.000,00;134,75K;0,13%
19-oct-18;30.200,00;30.480,00;30.480,00;30.100,00;239,62K;0,33%
18-oct-18;30.100,00;30.880,00;30.880,00;30.100,00;1,93M;-2,53%
17-oct-18;30.880,00;31.460,00;31.480,00;30.500,00;345,42K;-1,91%
16-oct-18;31.480,00;30.100,00;31.480,00;30.100,00;382,89K;4,79%
12-oct-18;30.040,00;30.080,00;31.040,00;30.040,00;141,54K;-0,73%
11-oct-18;30.260,00;30.720,00;30.800,00;30.000,00;1,71M;-2,64%
10-oct-18;31.080,00;31.720,00;31.720,00;31.000,00;117,68K;-2,02%
9-oct-18;31.720,00;31.500,00;31.720,00;31.500,00;35,58K;0,70%
8-oct-18;31.500,00;31.600,00;31.700,00;31.500,00;36,99K;-0,19%
5-oct-18;31.560,00;32.160,00;32.160,00;31.540,00;680,10K;-1,87%
4-oct-18;32.160,00;32.300,00;32.300,00;32.120,00;119,50K;-0,74%
3-oct-18;32.400,00;32.160,00;32.400,00;32.140,00;72,81K;1,12%
2-oct-18;32.040,00;32.020,00;32.240,00;32.000,00;118,36K;0,00%
1-oct-18;32.040,00;32.160,00;32.200,00;31.820,00;82,11K;0,44%
28-sep-18;31.900,00;31.400,00;31.900,00;31.180,00;420,91K;0,57%
27-sep-18;31.720,00;31.400,00;31.720,00;31.400,00;90,41K;0,76%
26-sep-18;31.480,00;31.780,00;31.800,00;31.200,00;58,35K;-0,06%
25-sep-18;31.500,00;31.520,00;31.700,00;31.500,00;23,68K;-0,63%
24-sep-18;31.700,00;31.600,00;31.700,00;31.540,00;22,39K;-1,49%
21-sep-18;32.180,00;32.100,00;32.180,00;31.620,00;668,36K;0,56%
20-sep-18;32.000,00;31.500,00;32.260,00;31.500,00;91,52K;1,14%
19-sep-18;31.640,00;30.900,00;31.760,00;30.900,00;133,20K;1,15%
18-sep-18;31.280,00;30.760,00;31.280,00;30.720,00;104,02K;1,49%
17-sep-18;30.820,00;30.980,00;31.500,00;30.720,00;146,49K;-3,08%
14-sep-18;31.800,00;30.860,00;31.800,00;30.600,00;66,85K;3,05%
13-sep-18;30.860,00;31.160,00;31.160,00;30.700,00;157,63K;-0,96%
12-sep-18;31.160,00;30.500,00;31.360,00;30.500,00;411,16K;2,16%
11-sep-18;30.500,00;30.540,00;30.620,00;30.200,00;149,38K;-0,72%
10-sep-18;30.720,00;31.500,00;31.500,00;30.720,00;198,52K;-2,48%
7-sep-18;31.500,00;32.000,00;32.220,00;31.500,00;35,05K;-2,36%
6-sep-18;32.260,00;32.560,00;32.560,00;32.260,00;234,75K;-0,31%
5-sep-18;32.360,00;32.600,00;32.640,00;32.360,00;147,12K;-0,80%
4-sep-18;32.620,00;32.780,00;33.060,00;32.620,00;126,41K;-1,03%
3-sep-18;32.960,00;32.720,00;32.960,00;32.720,00;14,80K;0,49%
31-ago-18;32.800,00;32.900,00;33.000,00;32.720,00;521,29K;-0,55%
30-ago-18;32.980,00;33.400,00;33.400,00;32.980,00;83,28K;-1,26%
29-ago-18;33.400,00;33.660,00;33.660,00;33.400,00;60,88K;-1,42%
28-ago-18;33.880,00;33.940,00;33.940,00;33.680,00;48,07K;-0,24%
