Fecha;Último;Apertura;Máximo;Mínimo;Vol.;% var.
2022-04-07;43.800,00;43.700,00;43.800,00;42.510,00;242,78K;0,97%
2022-04-06;43.380,00;43.800,00;43.800,00;42.740,00;219,76K;-0,96%
2022-04-05;43.800,00;43.420,00;44.000,00;42.540,00;26,10K;0,92%
2022-04-04;43.400,00;43.300,00;43.600,00;43.300,00;54,84K;-0,48%
2022-04-01;43.610,00;42.480,00;43.680,00;42.480,00;213,17K;0,53%
2022-03-31;43.380,00;42.070,00;43.380,00;42.000,00;161,60K;3,78%
2022-03-30;41.800,00;42.360,00;42.360,00;41.600,00;135,93K;-1,32%
2022-03-29;42.360,00;42.000,00;42.370,00;42.000,00;97,57K;0,14%
2022-03-28;42.300,00;41.000,00;42.300,00;41.000,00;95,47K;0,14%
2022-03-25;42.240,00;41.920,00;42.350,00;41.800,00;289,98K;0,81%
2022-03-24;41.900,00;41.990,00;41.990,00;41.530,00;186,12K;0,96%
2022-03-23;41.500,00;40.380,00;41.500,00;40.380,00;409,72K;3,23%
2022-03-22;40.200,00;39.700,00;40.350,00;39.700,00;398,53K;1,34%
2022-03-18;39.670,00;38.250,00;39.700,00;38.250,00;1,17M;1,46%
2022-03-17;39.100,00;38.970,00;39.350,00;38.910,00;170,80K;0,64%
2022-03-16;38.850,00;38.110,00;38.850,00;38.100,00;166,89K;1,70%
2022-03-15;38.200,00;38.620,00;38.750,00;38.200,00;84,67K;-0,29%
2022-03-14;38.310,00;38.360,00;39.180,00;38.250,00;156,75K;-2,22%
2022-03-11;39.180,00;39.510,00;39.510,00;38.850,00;111,43K;-0,31%
2022-03-10;39.300,00;39.080,00;39.400,00;38.620,00;199,16K;0,56%
2022-03-09;39.080,00;39.000,00;39.700,00;38.940,00;139,84K;0,21%
2022-03-08;39.000,00;39.500,00;39.950,00;39.000,00;66,71K;-1,52%
2022-03-07;39.600,00;40.000,00;40.000,00;39.480,00;120,24K;-1,00%
2022-03-04;40.000,00;40.200,00;40.200,00;39.460,00;191,93K;0,03%
2022-03-03;39.990,00;40.000,00;40.340,00;39.570,00;312,98K;0,35%
2022-03-02;39.850,00;39.940,00;40.500,00;39.530,00;99,60K;-0,10%
2022-03-01;39.890,00;39.040,00;39.950,00;39.040,00;326,17K;2,18%
2022-02-28;39.040,00;39.500,00;40.300,00;39.040,00;386,00K;-0,51%
2022-02-25;39.240,00;38.990,00;39.470,00;38.600,00;454,29K;0,64%
2022-02-24;38.990,00;38.300,00;38.990,00;37.100,00;309,99K;1,09%
2022-02-23;38.570,00;38.000,00;38.680,00;37.860,00;586,07K;4,53%
2022-02-22;36.900,00;37.760,00;37.760,00;36.900,00;89,90K;-1,05%
2022-02-21;37.290,00;37.060,00;37.680,00;36.890,00;33,00K;0,62%
2022-02-18;37.060,00;37.900,00;37.990,00;36.600,00;129,82K;-2,27%
2022-02-17;37.920,00;37.400,00;37.920,00;37.270,00;125,90K;-0,52%
2022-02-16;38.120,00;37.940,00;38.700,00;37.900,00;258,56K;0,34%
2022-02-15;37.990,00;36.700,00;37.990,00;36.010,00;203,62K;1,31%
2022-02-14;37.500,00;36.010,00;37.690,00;36.010,00;273,69K;2,18%
2022-02-11;36.700,00;36.700,00;36.880,00;36.250,00;382,61K;0,88%
2022-02-10;36.380,00;37.970,00;38.050,00;36.330,00;324,36K;-4,19%
2022-02-09;37.970,00;37.840,00;38.250,00;37.500,00;82,71K;0,37%
2022-02-08;37.830,00;38.910,00;39.110,00;37.780,00;89,72K;-2,75%
2022-02-07;38.900,00;39.260,00;40.000,00;38.900,00;105,20K;-0,23%
2022-02-04;38.990,00;39.000,00;39.220,00;38.850,00;145,50K;-0,03%
2022-02-03;39.000,00;38.750,00;39.100,00;36.340,00;133,89K;-0,51%
2022-02-02;39.200,00;39.020,00;39.470,00;38.900,00;373,65K;0,49%
2022-02-01;39.010,00;40.190,00;40.190,00;38.800,00;163,99K;-1,24%
2022-01-31;39.500,00;40.500,00;40.630,00;39.500,00;145,05K;-0,28%
2022-01-28;39.610,00;39.630,00;40.200,00;39.020,00;163,92K;1,30%
2022-01-27;39.100,00;39.500,00;39.500,00;38.900,00;75,39K;0,26%
2022-01-26;39.000,00;39.990,00;40.490,00;39.000,00;72,98K;-2,01%
2022-01-25;39.800,00;39.980,00;39.990,00;39.100,00;249,52K;-0,50%
2022-01-24;40.000,00;37.800,00;40.000,00;37.770,00;106,70K;2,96%
2022-01-21;38.850,00;40.200,00;40.200,00;38.820,00;530,93K;-3,60%
2022-01-20;40.300,00;42.000,00;42.000,00;40.080,00;129,71K;-4,50%
2022-01-19;42.200,00;42.000,00;42.820,00;41.030,00;1,03M;0,36%
2022-01-18;42.050,00;38.900,00;42.500,00;38.600,00;1,77M;9,76%
2022-01-17;38.310,00;37.000,00;38.810,00;37.000,00;930,25K;5,02%
2022-01-14;36.480,00;36.670,00;37.400,00;36.000,00;950,32K;-2,98%
2022-01-13;37.600,00;35.380,00;37.880,00;35.300,00;494,87K;6,27%
2022-01-12;35.380,00;34.850,00;35.380,00;34.850,00;288,54K;1,67%
2022-01-11;34.800,00;33.080,00;34.800,00;33.080,00;133,63K;1,75%
2022-01-07;34.200,00;33.860,00;34.200,00;33.500,00;25,32K;1,00%
2022-01-06;33.860,00;32.870,00;33.860,00;31.800,00;53,67K;-0,41%
2022-01-05;34.000,00;34.800,00;34.800,00;33.810,00;31,62K;-2,41%
2022-01-04;34.840,00;34.490,00;34.840,00;34.490,00;34,99K;0,99%
2022-01-03;34.500,00;34.600,00;34.600,00;34.000,00;8,35K;-0,58%
2021-12-30;34.700,00;34.700,00;34.700,00;33.980,00;44,95K;0,00%
2021-12-29;34.700,00;33.300,00;34.700,00;32.700,00;46,85K;4,24%
2021-12-28;33.290,00;32.960,00;33.290,00;32.790,00;34,65K;1,00%
2021-12-27;32.960,00;32.500,00;33.260,00;32.500,00;7,81K;-1,26%
2021-12-24;33.380,00;32.750,00;33.700,00;32.700,00;12,96K;1,15%
2021-12-23;33.000,00;33.490,00;33.680,00;33.000,00;107,98K;-2,02%
2021-12-22;33.680,00;33.390,00;33.680,00;32.400,00;76,05K;3,63%
2021-12-21;32.500,00;33.300,00;33.600,00;32.500,00;264,25K;-3,56%
2021-12-20;33.700,00;32.990,00;33.890,00;32.290,00;101,61K;-1,35%
2021-12-17;34.160,00;34.490,00;34.500,00;32.530,00;618,99K;0,47%
2021-12-16;34.000,00;33.100,00;34.000,00;33.000,00;159,40K;4,33%
2021-12-15;32.590,00;33.320,00;33.320,00;31.710,00;47,25K;3,43%
2021-12-14;31.510,00;31.800,00;31.800,00;31.100,00;102,23K;1,97%
2021-12-13;30.900,00;31.790,00;33.110,00;30.900,00;49,13K;-4,10%
2021-12-10;32.220,00;32.220,00;32.500,00;32.100,00;50,06K;-1,17%
2021-12-09;32.600,00;30.300,00;33.300,00;30.300,00;152,74K;0,93%
2021-12-07;32.300,00;34.570,00;34.570,00;32.300,00;399,60K;-6,40%
2021-12-06;34.510,00;34.600,00;35.200,00;34.510,00;183,64K;-1,40%
2021-12-03;35.000,00;35.130,00;36.490,00;35.000,00;216,79K;-2,45%
2021-12-02;35.880,00;34.000,00;35.880,00;34.000,00;446,52K;4,00%
2021-12-01;34.500,00;32.660,00;34.960,00;32.660,00;1,13M;6,58%
2021-11-30;32.370,00;30.400,00;32.370,00;30.300,00;669,01K;6,48%
2021-11-29;30.400,00;30.350,00;30.700,00;30.210,00;247,78K;1,16%
2021-11-26;30.050,00;30.220,00;30.390,00;29.510,00;91,20K;-1,64%
2021-11-25;30.550,00;30.800,00;30.800,00;30.500,00;69,41K;0,16%
2021-11-24;30.500,00;30.100,00;30.500,00;30.100,00;30,21K;0,66%
2021-11-23;30.300,00;30.530,00;30.570,00;30.000,00;26,33K;0,03%
2021-11-22;30.290,00;30.400,00;31.460,00;30.290,00;52,03K;0,97%
2021-11-19;30.000,00;30.530,00;30.850,00;30.000,00;59,50K;-2,91%
2021-11-18;30.900,00;30.790,00;31.110,00;30.660,00;137,33K;0,98%
2021-11-17;30.600,00;31.100,00;31.100,00;29.630,00;859,66K;-1,61%
2021-11-16;31.100,00;31.940,00;31.940,00;31.040,00;82,53K;-3,30%
2021-11-12;32.160,00;31.800,00;32.160,00;31.630,00;33,62K;-0,12%
2021-11-11;32.200,00;32.790,00;32.790,00;32.130,00;125,73K;-0,03%
2021-11-10;32.210,00;32.880,00;32.880,00;32.110,00;54,00K;-2,04%
2021-11-09;32.880,00;33.030,00;33.190,00;32.600,00;197,10K;-1,79%
2021-11-08;33.480,00;33.220,00;33.500,00;33.220,00;97,07K;0,06%
2021-11-05;33.460,00;33.630,00;33.800,00;33.280,00;116,08K;0,18%
2021-11-04;33.400,00;34.200,00;34.200,00;33.400,00;78,99K;-1,76%
2021-11-03;34.000,00;34.100,00;34.100,00;33.860,00;142,30K;0,00%
2021-11-02;34.000,00;34.000,00;34.100,00;33.750,00;113,48K;0,95%
2021-10-29;33.680,00;34.230,00;34.280,00;33.460,00;243,68K;-2,35%
2021-10-28;34.490,00;34.300,00;34.490,00;34.120,00;91,76K;0,12%
2021-10-27;34.450,00;33.580,00;34.500,00;33.580,00;117,57K;-0,14%
2021-10-26;34.500,00;34.050,00;34.500,00;34.050,00;140,74K;0,88%
2021-10-25;34.200,00;33.790,00;34.200,00;33.510,00;59,08K;2,21%
2021-10-22;33.460,00;34.180,00;34.300,00;33.460,00;52,73K;-1,70%
2021-10-21;34.040,00;34.400,00;34.400,00;33.780,00;115,18K;-0,56%
2021-10-20;34.230,00;33.700,00;34.390,00;33.700,00;69,48K;0,29%
2021-10-19;34.130,00;34.250,00;34.480,00;34.020,00;89,84K;-1,24%
2021-10-15;34.560,00;33.600,00;34.940,00;33.600,00;298,46K;0,52%
2021-10-14;34.380,00;33.200,00;34.380,00;33.200,00;227,15K;3,62%
2021-10-13;33.180,00;32.620,00;33.180,00;32.590,00;111,14K;2,03%
2021-10-12;32.520,00;32.900,00;32.940,00;32.520,00;58,06K;-2,43%
2021-10-11;33.330,00;33.500,00;33.600,00;33.300,00;41,49K;-0,21%
2021-10-08;33.400,00;33.490,00;33.780,00;33.260,00;94,03K;-0,24%
2021-10-07;33.480,00;33.000,00;33.510,00;33.000,00;184,61K;1,45%
2021-10-06;33.000,00;32.810,00;33.000,00;32.320,00;110,70K;-0,30%
2021-10-05;33.100,00;32.900,00;33.380,00;32.900,00;36,96K;-0,54%
2021-10-04;33.280,00;32.950,00;33.290,00;32.950,00;76,07K;0,85%
2021-10-01;33.000,00;32.960,00;33.260,00;32.940,00;74,76K;0,12%
2021-09-30;32.960,00;32.010,00;32.960,00;32.010,00;126,96K;0,86%
2021-09-29;32.680,00;32.120,00;32.830,00;31.920,00;100,53K;0,80%
2021-09-28;32.420,00;32.000,00;32.490,00;31.700,00;170,65K;0,15%
2021-09-27;32.370,00;31.200,00;32.370,00;31.200,00;248,70K;4,83%
2021-09-24;30.880,00;30.690,00;30.880,00;30.400,00;56,37K;0,78%
2021-09-23;30.640,00;30.670,00;30.760,00;30.500,00;132,32K;0,46%
2021-09-22;30.500,00;30.700,00;30.760,00;30.500,00;86,91K;-0,23%
2021-09-21;30.570,00;31.000,00;31.080,00;30.570,00;322,40K;-1,07%
2021-09-20;30.900,00;31.280,00;31.280,00;30.710,00;69,09K;-1,28%
2021-09-17;31.300,00;31.180,00;31.500,00;30.770,00;1,01M;0,38%
2021-09-16;31.180,00;30.940,00;31.180,00;30.900,00;85,61K;-0,06%
2021-09-15;31.200,00;31.060,00;31.290,00;31.060,00;156,20K;0,65%
2021-09-14;31.000,00;30.520,00;31.000,00;30.520,00;68,80K;0,65%
2021-09-13;30.800,00;31.060,00;31.100,00;30.480,00;72,13K;-1,57%
2021-09-10;31.290,00;31.250,00;31.290,00;31.130,00;16,94K;-0,32%
2021-09-09;31.390,00;30.900,00;31.390,00;30.900,00;59,49K;1,19%
2021-09-08;31.020,00;31.000,00;31.080,00;30.800,00;174,19K;0,06%
2021-09-07;31.000,00;31.070,00;31.280,00;31.000,00;18,92K;-0,83%
2021-09-06;31.260,00;31.100,00;31.260,00;31.000,00;19,91K;-0,45%
2021-09-03;31.400,00;31.200,00;31.400,00;30.980,00;36,75K;0,64%
2021-09-02;31.200,00;31.300,00;31.400,00;31.150,00;74,49K;-0,32%
2021-09-01;31.300,00;31.330,00;31.600,00;31.050,00;144,66K;0,74%
2021-08-31;31.070,00;31.330,00;31.330,00;31.070,00;511,41K;-0,83%
2021-08-30;31.330,00;31.000,00;31.500,00;30.810,00;120,38K;0,42%
2021-08-27;31.200,00;30.980,00;31.200,00;30.920,00;83,53K;1,30%
2021-08-26;30.800,00;31.160,00;31.240,00;30.620,00;51,14K;-1,69%
2021-08-25;31.330,00;31.400,00;31.400,00;30.900,00;86,25K;-0,22%
2021-08-24;31.400,00;31.320,00;31.590,00;31.310,00;84,84K;-0,25%
2021-08-23;31.480,00;31.400,00;31.500,00;31.350,00;97,13K;0,67%
2021-08-20;31.270,00;31.680,00;31.680,00;31.100,00;125,77K;-1,04%
2021-08-19;31.600,00;31.300,00;31.600,00;30.310,00;217,36K;0,70%
2021-08-18;31.380,00;30.270,00;31.500,00;30.270,00;333,16K;2,89%
2021-08-17;30.500,00;29.400,00;30.500,00;29.400,00;204,87K;3,01%
2021-08-13;29.610,00;28.980,00;29.680,00;28.980,00;137,34K;2,14%
2021-08-12;28.990,00;28.500,00;29.800,00;28.500,00;380,25K;2,80%
2021-08-11;28.200,00;28.040,00;28.200,00;27.910,00;118,05K;1,44%
2021-08-10;27.800,00;27.520,00;27.950,00;27.520,00;59,26K;1,02%
2021-08-09;27.520,00;27.310,00;27.760,00;27.310,00;39,15K;0,99%
2021-08-06;27.250,00;27.530,00;27.630,00;27.000,00;66,02K;-1,02%
2021-08-05;27.530,00;28.100,00;28.200,00;27.530,00;54,00K;-2,34%
2021-08-04;28.190,00;27.580,00;28.190,00;27.570,00;149,12K;1,99%
2021-08-03;27.640,00;27.320,00;27.690,00;27.320,00;143,40K;-0,22%
2021-08-02;27.700,00;27.850,00;27.850,00;27.220,00;49,73K;2,21%
2021-07-30;27.100,00;27.760,00;27.760,00;27.100,00;123,51K;-2,24%
2021-07-29;27.720,00;28.290,00;28.290,00;27.720,00;59,22K;-0,29%
2021-07-28;27.800,00;28.300,00;28.310,00;27.710,00;61,35K;-0,79%
2021-07-27;28.020,00;28.110,00;28.400,00;28.020,00;456,10K;-0,99%
2021-07-26;28.300,00;28.330,00;28.480,00;27.730,00;646,17K;0,11%
2021-07-23;28.270,00;28.000,00;28.270,00;28.000,00;735,55K;0,60%
2021-07-22;28.100,00;28.100,00;28.100,00;27.730,00;1,27M;1,01%
2021-07-21;27.820,00;27.900,00;28.180,00;27.820,00;226,02K;2,28%
2021-07-19;27.200,00;27.920,00;27.920,00;27.200,00;80,39K;-2,82%
2021-07-16;27.990,00;28.100,00;28.150,00;27.870,00;92,62K;-0,04%
2021-07-15;28.000,00;28.200,00;28.280,00;27.750,00;123,31K;-0,36%
2021-07-14;28.100,00;28.200,00;28.200,00;27.730,00;71,80K;0,11%
2021-07-13;28.070,00;28.390,00;28.390,00;27.860,00;61,07K;-0,39%
2021-07-12;28.180,00;28.100,00;28.450,00;27.650,00;286,25K;0,28%
2021-07-09;28.100,00;28.000,00;28.280,00;27.710,00;275,82K;1,77%
2021-07-08;27.610,00;27.500,00;27.990,00;27.500,00;192,88K;0,04%
2021-07-07;27.600,00;27.000,00;27.840,00;26.760,00;73,51K;2,18%
2021-07-06;27.010,00;27.500,00;27.710,00;27.000,00;69,03K;-1,78%
2021-07-02;27.500,00;26.050,00;27.500,00;25.700,00;163,66K;5,44%
2021-07-01;26.080,00;26.800,00;26.800,00;26.070,00;186,55K;-1,21%
2021-06-30;26.400,00;26.670,00;26.910,00;26.300,00;275,90K;0,15%
2021-06-29;26.360,00;27.000,00;27.170,00;26.360,00;85,26K;-2,55%
2021-06-28;27.050,00;27.560,00;27.560,00;26.950,00;118,71K;-2,28%
2021-06-25;27.680,00;27.740,00;27.740,00;27.200,00;183,96K;1,02%
2021-06-24;27.400,00;27.000,00;27.650,00;27.000,00;77,79K;1,90%
2021-06-23;26.890,00;27.200,00;27.290,00;26.890,00;82,12K;-0,96%
2021-06-22;27.150,00;27.430,00;27.500,00;27.150,00;53,25K;-1,24%
2021-06-21;27.490,00;27.350,00;27.740,00;27.280,00;87,48K;-1,12%
2021-06-18;27.800,00;27.500,00;27.800,00;27.300,00;408,93K;1,09%
2021-06-17;27.500,00;27.620,00;27.780,00;27.440,00;88,60K;-0,54%
2021-06-16;27.650,00;27.950,00;27.950,00;27.650,00;31,83K;-0,18%
2021-06-15;27.700,00;28.100,00;28.530,00;27.520,00;220,51K;-2,19%
2021-06-11;28.320,00;28.100,00;28.480,00;27.930,00;284,57K;0,78%
2021-06-10;28.100,00;28.490,00;28.520,00;28.010,00;182,97K;-0,85%
2021-06-09;28.340,00;28.200,00;28.340,00;27.730,00;406,67K;0,53%
2021-06-08;28.190,00;27.800,00;28.190,00;27.220,00;184,66K;1,40%
2021-06-04;27.800,00;28.000,00;28.000,00;27.500,00;56,53K;-1,91%
2021-06-03;28.340,00;27.800,00;28.340,00;27.700,00;97,55K;1,94%
2021-06-02;27.800,00;28.000,00;28.000,00;27.220,00;220,90K;0,32%
2021-06-01;27.710,00;27.490,00;27.930,00;27.480,00;118,94K;2,63%
2021-05-31;27.000,00;27.780,00;27.780,00;27.000,00;257,45K;-1,10%
2021-05-28;27.300,00;27.600,00;27.900,00;27.000,00;339,14K;-0,73%
2021-05-27;27.500,00;27.200,00;27.680,00;27.200,00;3,85M;1,10%
2021-05-26;27.200,00;27.450,00;27.450,00;27.200,00;47,35K;-1,05%
2021-05-25;27.490,00;27.410,00;27.530,00;27.170,00;118,85K;0,33%
2021-05-24;27.400,00;27.600,00;27.770,00;27.200,00;123,03K;-1,12%
2021-05-21;27.710,00;27.900,00;28.480,00;27.540,00;330,31K;-0,61%
2021-05-20;27.880,00;28.100,00;28.100,00;27.390,00;235,49K;-1,31%
2021-05-19;28.250,00;28.400,00;28.400,00;27.960,00;117,66K;-0,53%
2021-05-18;28.400,00;28.700,00;28.800,00;28.260,00;119,84K;-1,93%
2021-05-14;28.960,00;28.200,00;28.960,00;28.200,00;234,74K;3,76%
2021-05-13;27.910,00;28.500,00;28.600,00;27.910,00;645,00K;-2,62%
2021-05-12;28.660,00;28.080,00;28.660,00;28.080,00;1,31M;-0,97%
2021-05-11;28.940,00;29.300,00;29.300,00;28.600,00;171,77K;-1,96%
2021-05-10;29.520,00;29.230,00;29.610,00;29.230,00;338,40K;2,00%
2021-05-07;28.940,00;28.500,00;28.950,00;28.330,00;523,63K;1,47%
2021-05-06;28.520,00;27.890,00;28.520,00;27.410,00;334,89K;3,11%
2021-05-05;27.660,00;27.500,00;28.200,00;27.330,00;219,98K;2,07%
2021-05-04;27.100,00;27.010,00;27.800,00;26.800,00;60,73K;-1,09%
2021-05-03;27.400,00;28.300,00;28.300,00;27.030,00;39,83K;-1,86%
2021-04-30;27.920,00;28.430,00;28.480,00;27.920,00;278,78K;-2,04%
2021-04-29;28.500,00;28.960,00;29.540,00;28.460,00;116,35K;-1,72%
2021-04-28;29.000,00;29.500,00;29.950,00;29.000,00;345,50K;-1,76%
2021-04-27;29.520,00;29.000,00;29.520,00;29.000,00;175,99K;1,83%
2021-04-26;28.990,00;29.290,00;29.290,00;28.800,00;134,85K;0,66%
2021-04-23;28.800,00;29.320,00;29.320,00;28.700,00;88,46K;-1,91%
2021-04-22;29.360,00;29.640,00;29.670,00;29.250,00;111,65K;-1,48%
2021-04-21;29.800,00;29.840,00;29.850,00;29.700,00;110,10K;-1,65%
2021-04-20;30.300,00;29.760,00;30.300,00;29.400,00;181,66K;0,80%
